FACILITY_ID_NUMBER,FACILITY_NAME,LATITUDE,LONGITUDE,ZONE,REGION,COUNCIL,COMMON FACILITY HEALTH NAME,ALTITUDE,FACILITY TYPE,OWNERSHIP,OPERATING_STATUS
100356-5,BETHSAIDA,-1.535599,33.793888,Lake,Mara,Musoma Municipal Council,Bethsaida,1214,Health Centre,Private,Operating
100357-3,BHOKE,-6.76615,38.95438,Eastern,Pwani,Kibaha Town Council,Bhoke,,Dispensary,Private,Operating
100359-9,BIGABIRO,-4.80716,29.65511,Western,Kigoma,Kigoma District Council,Bigabiro Dispensary,950,Dispensary,Faith based organization,Operating
100361-5,BIHARAMULO DDH,-2.63381,31.3447,Lake,Kagera,Biharamulo District Council,,,Hospital,Faith based organization,Operating
100362-3,BIHARU,-4.32506,30.01874,Western,Kigoma,Buhigwe District Council,Kigege,1315,Health Centre,Faith based organization,Operating
100363-1,BIHAWANA,-6.272681,35.639873,Central,Dodoma,Dodoma Municipal Council,Bihawana,1139,Dispensary,Faith based organization,Operating
100364-9,BIKIRA MARIA MAMA WA HURUMA,-3.3657,36.6876,Northern,Arusha,Arusha City Council,,,Dispensary,Faith based organization,Operating
100365-6,BIKIRA MARIA MIUJIZA,-1.35619,34.34444,Lake,Mara,Tarime Town Council,Kojifa,1402,Dispensary,Faith based organization,Operating
100368-0,BILULUMO,,,Lake,Mwanza,Sengerema District Council,,,Dispensary,Public,Operating
100370-6,BINGA,-7.26814,39.2333,Eastern,Pwani,Mkuranga District Council,,,Dispensary,Public,Operating
100371-4,BINGI,-6.828636,39.231977,Eastern,Dar es Salaam,Ilala Municipal Council,Bingi Dental Clinic,,Clinic,Private,Operating
100372-2,BIO HEALTH,-2.51848,32.90155,Lake,Mwanza,Nyamagana Municipal Council,Biohealth dispensary,1116,Dispensary,Private,Operating
100373-0,BRIGITA,-9.99601,39.7138,Southern,Lindi,Lindi Municipal Council,Brigita,,Dispensary,Private,Operating
100374-8,BIRO,-8.88045,36.0545,Eastern,Morogoro,Ulanga District Council,Biro,,Dispensary,Faith based organization,Operating
100375-5,BISUMWA,-1.60304,33.81003,Lake,Mara,Butiama District Council,Bisumwa,1288,Dispensary,Public,Operating
100377-1,BITALE,-4.76667,29.6833,Western,Kigoma,Kigoma District Council,,1011,Health Centre,Public,Operating
100378-9,BITARE,-3.5579,30.70785,Western,Kigoma,Kibondo District Council,Bitare Dispensary,4671,Dispensary,Public,Operating
100381-3,BITOTO,-2.77137,32.78429,Lake,Mwanza,Sengerema District Council,Bitoto Dispensary,1226,Dispensary,Public,Operating
100382-1,BITURANA,-3.62574,30.72354,Western,Kigoma,Kibondo District Council,Biturana Dispensary,4543,Dispensary,Public,Operating
100386-2,BLESSING,-6.994774,39.084504,Eastern,Dar es Salaam,Ilala Municipal Council,,,Dispensary,Private,Operating
100388-8,BOCHI,-6.789444,39.13008,Eastern,Dar es Salaam,Kinondoni Municipal Council,Bochi,171,Hospital,Private,Operating
100390-4,BOKO,-6.63118,39.15227,Eastern,Dar es Salaam,Kinondoni Municipal Council,boko dispensary,34,Dispensary,Public,Operating
100391-2,BOKO MNEMELA,-6.84198,38.9146,Eastern,Pwani,Kibaha District Council,Zahanati ya Boko,165,Dispensary,Public,Operating
100392-0,BOLISA,-4.816344,35.813142,Central,Dodoma,Kondoa District Council,,1509,Dispensary,Public,Operating
100393-8,BOMA,-2.02401,33.8627,Lake,Mara,Bunda District Council,Boma,1236,Dispensary,Public,Operating
100394-6,BOMA,,,Northern,Tanga,Mkinga District Council,Boma Kichakamiba,,Dispensary,Public,Operating
100395-3,BOMA CRCA,-3.33632,37.14844,Northern,Kilimanjaro,Hai District Council,,,Dispensary,Private,Operating
100396-1,BOMA CRCB,-3.33958,37.14841,Northern,Kilimanjaro,Hai District Council,,,Dispensary,Private,Operating
100398-7,BOMA HEALTH CARE,-3.333,37.15134,Northern,Kilimanjaro,Hai District Council,Chini ya Mti,,Dispensary,Private,Operating
100399-5,BOMA NG'OMBE,-7.22937,35.88238,Southern Highlands,Iringa,Kilolo District Council,Bomalang'ombe,1985,Dispensary,Public,Operating
100400-1,BOMA NG'OMBE,-3.32833,37.1623,Northern,Kilimanjaro,Hai District Council,,,Dispensary,Public,Operating
100401-9,BOMANI,-4.27944,34.4108,Central,Singida,Iramba District Council,,,Dispensary,Public,Operating
100402-7,BOMBAMBILI,,,Southern,Ruvuma,Songea Municipal Council,Bombambili,,Dispensary,Public,Operating
100405-0,BOMBO REGIONAL,-5.06535,39.11155,Northern,Tanga,Tanga City Council,Bombo Hospital,19,Hospital,Public,Operating
100406-8,BONCHUGU,-1.874362,34.783327,Lake,Mara,Serengeti District Council,Bonchugu Dispensary,1650,Dispensary,Public,Operating
100407-6,BONDE LA MPUNGA,-6.76963,39.26635,Eastern,Dar es Salaam,Kinondoni Municipal Council,Bonde la Mpunga,21,Dispensary,Private,Operating
100409-2,BONDENI,-3.36007,37.33994,Northern,Kilimanjaro,Moshi Municipal Council,Manyema,829,Dispensary,Public,Operating
100410-0,BONDO,-5.30427,38.57925,Northern,Tanga,Handeni District Council,Bondo,322,Dispensary,Public,Operating
100411-8,BONGA,-4.20957,35.443,Northern,Manyara,Babati Town Council,Bonga,,Health Centre,Public,Operating
100412-6,BONITE,,,Northern,Kilimanjaro,Moshi Municipal Council,,,Dispensary,Private,Operating
100413-4,BONYOKWA,-6.834409,39.159593,Eastern,Dar es Salaam,Ilala Municipal Council,Bonyokwa Dispensary,132,Dispensary,Public,Operating
100417-5,BOZA,-5.42486,38.9736,Northern,Tanga,Pangani District Council,,,Dispensary,Public,Operating
100419-1,B.A.P SWAMINARAYAN,-6.814639,39.284997,Eastern,Dar es Salaam,Ilala Municipal Council,Swaminarayan,40,Dispensary,Faith based organization,Operating
100420-9,TANZANIA BREWERIES LIITED,-3.36275,37.34018,Northern,Kilimanjaro,Moshi Municipal Council,,824,Dispensary,Faith based organization,Operating
100421-7,BUBALE,-1.15617,31.2339,Lake,Kagera,Missenyi District Council,Bubale,1196,Dispensary,Public,Operating
100422-5,BUBALE,,,Western,Shinyanga,Shinyanga District Council,Bubale,,Dispensary,Public,Operating
100423-3,BUBANGO,-4.71996,29.66945,Western,Kigoma,Kigoma District Council,Bubango Dispensary,1015,Dispensary,Public,Operating
100424-1,BUBIKI,-3.39514,33.43208,Western,Shinyanga,Kishapu District Council,Bubiki,1229,Dispensary,Public,Operating
100426-6,BUBINZA,-2.54388,33.49942,Lake,Mwanza,Magu District Council,Bubinza,1163,Dispensary,Public,Operating
100427-4,BUBINZA,-3.79,33.90234,Western,Shinyanga,Kishapu District Council,Bubinza,1112,Dispensary,Public,Operating
100428-2,BUBOMBI,-1.0823,34.0756,Lake,Mara,Rorya District Council,Bubombi,,Dispensary,Public,Operating
100431-6,BUDEKWA,-3.43811,33.81575,Western,Simiyu,Maswa District Council,,1180,Dispensary,Public,Operating
100433-2,BUDUSHI,-4.79388,33.33,Western,Tabora,Nzega District Council,Budushi Dispensary,1201,Dispensary,Public,Operating
100434-0,BUGAGA,-4.664482,30.065691,Western,Kigoma,Kasulu District Council,Bugaga Dispensary,1281,Dispensary,Public,Operating
100435-7,BUGAMBA,-4.598631,29.651119,Western,Kigoma,Kigoma District Council,,912,Dispensary,Public,Operating
100436-5,BUGANDIKA,-1.25709,31.65784,Lake,Kagera,Missenyi District Council,Bugandika,1278,Dispensary,Public,Operating
100437-3,BUGANDO,-3.59509,31.95286,Lake,Geita,Bukombe District Council,Bugando Dispensary,1189,Dispensary,Public,Operating
100438-1,BUGANDO MEDICAL CENTRE,-2.52937,32.90706,Lake,Mwanza,Nyamagana Municipal Council,Bugando Referral Hospital,1239,Hospital,Faith based organization,Operating
100439-9,BUGANGO,,,Lake,Kagera,Missenyi District Council,Bugango,,Dispensary,Faith based organization,Operating
100440-7,BUGANGUZI,-1.6881,31.57471,Lake,Kagera,Muleba District Council,Buganguzi Dispensary,1465,Dispensary,Public,Operating
100441-5,BUGANIKA,-3.45763,33.5452,Western,Shinyanga,Kishapu District Council,Buganika,117,Dispensary,Public,Operating
100444-9,BUGANZO,-3.62251,32.42562,Western,Shinyanga,Msalala District Council,buganzo,1214,Dispensary,Public,Operating
100446-4,BUGARAMA,-3.27083,32.42476,Western,Shinyanga,Msalala District Council,Bugarama,1265,Dispensary,Public,Operating
100447-2,BUGARAMA,-3.29805,33.72516,Western,Simiyu,Maswa District Council,,1246,Dispensary,Public,Operating
100448-0,BUGARIKA,-2.53533,32.91783,Lake,Mwanza,Nyamagana Municipal Council,Bugarika Dispensary,1276,Dispensary,Public,Operating
100449-8,BUGELENGA,-3.64663,32.0124,Lake,Geita,Bukombe District Council,,1156,Dispensary,Public,Operating
100450-6,BUGEMBE,-3.10303,33.39585,Lake,Mwanza,Kwimba District Council,Bugembe,1239,Dispensary,Public,Operating
100451-4,BUGER,-3.725942,35.638136,Northern,Arusha,Karatu District Council,Ayalalio,1724,Dispensary,Private,Operating
100453-0,BUGIRE,-1.19868,34.2605,Lake,Mara,Rorya District Council,Bugire,4563,Dispensary,Public,Operating
100454-8,BUGISHA,-2.85514,32.88467,Lake,Mwanza,Misungwi District Council,Bugisha,1165,Dispensary,Public,Operating
100455-5,BUGISI,-3.82599,33.0731,Western,Shinyanga,Shinyanga District Council,Bugisi dispensary,1204,Dispensary,Faith based organization,Operating
100456-3,BUGOGO,-3.77168,33.30901,Western,Shinyanga,Shinyanga District Council,Bugogo,1174,Dispensary,Public,Operating
100457-1,BUGOJI,-1.89834,33.7386,Lake,Mara,Musoma District Council,,,Dispensary,Public,Operating
100458-9,BUGOROLA,-1.20814,31.50521,Lake,Kagera,Missenyi District Council,BUGORORA DISPENSARY,,Dispensary,Public,Operating
100459-7,BUGOROLA,-1.98515,33.01855,Lake,Mwanza,Ukerewe District Council,Bugorola,1144,Dispensary,Public,Operating
100460-5,BUGULA,-2.01431,32.88144,Lake,Mwanza,Ukerewe District Council,Bugula,1240,Dispensary,Public,Operating
100461-3,BUGULULA,,,Lake,Geita,Geita District Council,,,Dispensary,Public,Operating
100462-1,BUGUNDA,-1.82463,33.3571,Lake,Mara,Musoma District Council,,,Dispensary,Public,Operating
100463-9,BUGURUNI,-6.83742,39.2445,Eastern,Dar es Salaam,Ilala Municipal Council,,,Health Centre,Public,Operating
100464-7,BUGURUNI ANGLICAN,-6.829648,39.250185,Eastern,Dar es Salaam,Ilala Municipal Council,Buguruni Anglican,,Health Centre,Faith based organization,Operating
100466-2,BUHAMA,,,Lake,Mwanza,Sengerema District Council,Zahanati,1140,Dispensary,Public,Operating
100468-8,BUHAMIRA,-1.562588,31.246498,Lake,Kagera,Karagwe District Council,RUGERA,1275,Dispensary,Public,Operating
100469-6,BUHANDA,-4.866298,29.666783,Western,Kigoma,Kigoma-Ujiji Municipal Council,Buhanda,828,Dispensary,Public,Operating
100470-4,BUHANGIJA,-3.68658,33.41269,Western,Shinyanga,Shinyanga Municipal Council,Buhangija Dspensary,1132,Dispensary,Faith based organization,Operating
100471-2,BUHARE,-1.516481,33.785273,Lake,Mara,Musoma Municipal Council,Buhare,1184,Dispensary,Public,Operating
100473-8,BUHEMBA,-1.76362,34.0789,Lake,Mara,Butiama District Council,Buhemba,1464,Dispensary,Public,Operating
100474-6,BUHEMBE,-1.2867,31.80765,Lake,Kagera,Bukoba Municipal Council,Buhembe,,Dispensary,Public,Operating
100475-3,BUHIGWE,-4.45099,29.92598,Western,Kigoma,Buhigwe District Council,Zahanati ya Buhigwe,1448,Dispensary,Public,Operating
100476-1,BUHINDI,-2.4114,32.18441,Lake,Mwanza,Sengerema District Council,Zahanati,1168,Dispensary,Public,Operating
100477-9,BUHINGO,-3.06333,33.02207,Lake,Mwanza,Misungwi District Council,Buhingo,1243,Dispensary,Faith based organization,Operating
100479-5,BUHINGU,,,Western,Kigoma,Uvinza District Council,,,Health Centre,Public,Operating
100480-3,BUHONDO DISPENSARY,,,Western,Tabora,Nzega District Council,Buhondo,,Dispensary,Public,Operating
100481-1,BUHONGWA,-2.62592,32.9464,Lake,Mwanza,Nyamagana Municipal Council,Buhongwa,1215,Dispensary,Public,Operating
100482-9,BUHORO,-4.399143,30.183162,Western,Kigoma,Kasulu District Council,Zahanati ya Buhoro,1473,Dispensary,Public,Operating
100483-7,BUHORORO,-2.53633,30.61705,Lake,Kagera,Ngara District Council,Buhororo,1747,Dispensary,Faith based organization,Operating
100485-2,BUHUMBI,-2.67179,33.47696,Lake,Mwanza,Magu District Council,Buhumbi,1246,Dispensary,Public,Operating
100486-0,BUHUNDA,-3.03411,32.88011,Lake,Mwanza,Misungwi District Council,Buhunda,1274,Dispensary,Public,Operating
100487-8,BUIGIRI,-6.14021,35.2266,Central,Dodoma,Chamwino District Council,Buigiri,1038,Dispensary,Public,Operating
100488-6,BUJASHI,-2.48544,33.0519,Lake,Mwanza,Magu District Council,Bujashi,1224,Dispensary,Public,Operating
100489-4,BUJELA,-9.340129,33.691675,Southern Highlands,Mbeya,Rungwe District Council,Bujela,,Dispensary,Public,Operating
100490-2,BUJINGWA,,,Lake,Mwanza,Kwimba District Council,BUJINGWA,1207,Dispensary,Public,Operating
100491-0,BUJONDE,-9.612407,33.917183,Southern Highlands,Mbeya,Kyela District Council,,485,Dispensary,Public,Operating
100493-6,BUJURUGA,-1.592144,31.17456,Lake,Kagera,Karagwe District Council,BUJURUGA,1235,Dispensary,Public,Operating
100494-4,BUKADWE,-3.65546,32.2876,Lake,Geita,Mbogwe District Council,Bukandwe,,Dispensary,Public,Operating
100495-1,BUKAMA,-4.17899,33.83,Western,Tabora,Igunga District Council,Bukama Dispensary,1109,Dispensary,Public,Operating
100496-9,BUKAMA SDA,,,Lake,Mara,Bunda District Council,Ikizu SDA,,Dispensary,Faith based organization,Operating
100497-7,BUKANGARA,-1.719344,31.024048,Lake,Kagera,Karagwe District Council,RWEBICHUNCHU,1308,Dispensary,Public,Operating
100498-5,BUKEMBA,-4.67141,32.1037,Western,Tabora,Kaliua District Council,BUKEMBA,,Dispensary,Public,Operating
100499-3,BUKENE,-3.70577,32.17526,Western,Shinyanga,Shinyanga District Council,bukene,1225,Dispensary,Public,Operating
100500-8,BUKENE,-4.22514,32.8868,Western,Tabora,Nzega District Council,Bukene HC,1193,Health Centre,Public,Operating
100501-6,BUKIKO,-1.836,33.0941,Lake,Mwanza,Ukerewe District Council,Bukiko,1157,Dispensary,Public,Operating
100503-2,BUKIMA,-1.81012,33.4079,Lake,Mara,Musoma District Council,,,Dispensary,Public,Operating
100504-0,BUKIRIRO,-2.78007,30.54794,Lake,Kagera,Ngara District Council,Bukiriro,1477,Health Centre,Public,Operating
100506-5,BUKOBA SEC. SCHOOL,,,Lake,Kagera,Bukoba Municipal Council,,,Clinic,Public,Operating
100507-3,BUKOKO,-4.1747,33.4616,Western,Tabora,Igunga District Council,Bukoko,1261,Dispensary,Public,Operating
100508-1,BUKOKWA,-2.49414,32.4395,Lake,Mwanza,Sengerema District Council,Zahanati,1158,Dispensary,Public,Operating
100509-9,BUKOLI,-3.19623,32.32703,Lake,Geita,Geita District Council,Bukoli,1351,Health Centre,Public,Operating
100510-7,BUKOMBE,-3.51464,32.0482,Lake,Geita,Bukombe District Council,Bukombe Dispensary,1193,Dispensary,Public,Operating
100511-5,BUKOMBE,-3.51478,32.0481,Lake,Geita,Bukombe District Council,,1252,Hospital,Public,Operating
100512-3,BUKOMELA,-4.09783,32.3335,Western,Shinyanga,Ushetu District Council,,,Dispensary,Public,Operating
100513-1,BUKONDO,-2.68208,31.92444,Lake,Geita,Geita District Council,Bukondo,1156,Dispensary,Public,Operating
100514-9,BUKONDO,-2.07837,32.90004,Lake,Mwanza,Ukerewe District Council,Bukondo,1159,Dispensary,Public,Operating
100515-6,BUKONYO,-1.96565,32.9306,Lake,Mwanza,Ukerewe District Council,Bukonyo,1170,Dispensary,Public,Operating
100516-4,BUKULU,-4.610666,35.76392,Central,Dodoma,Kondoa District Council,,1586,Dispensary,Public,Operating
100517-2,BUKUMBI,-4.41897,32.57709,Western,Tabora,Uyui District Council,Bukumbi,1209,Dispensary,Public,Operating
100519-8,BUKUMBI CAMP,-2.70619,32.91026,Lake,Mwanza,Misungwi District Council,Bukumbi camp,1158,Dispensary,Public,Operating
100520-6,BUKUMBI MISSION,-2.71405,32.92137,Lake,Mwanza,Misungwi District Council,Bukumbi,1180,Hospital,Faith based organization,Operating
100521-4,BUKUNDI,-3.90207,34.52032,Western,Simiyu,Meatu District Council,bukundi H/C,1070,Health Centre,Public,Operating
100522-2,BUKWALI,-1.00783,31.75429,Lake,Kagera,Missenyi District Council,Owa Kakwezi,1178,Dispensary,Private,Operating
100523-0,BUKWE ADRA,-1.33169,34.2476,Lake,Mara,Rorya District Council,Bukwe,,Health Centre,Faith based organization,Operating
100524-8,BUKWIMBA,-3.33765,32.61017,Lake,Geita,Nyang'hwale District Council,Bukwimba,1226,Dispensary,Public,Operating
100525-5,BULAMATA,-5.72824,30.56213,Southern Highlands,Katavi,Mpanda District Council,Bulamata Village,1245,Dispensary,Public,Operating
100526-3,BULAMBA,-2.13702,33.6273,Lake,Mara,Bunda District Council,Bulamba disp,1179,Dispensary,Public,Operating
100527-1,BULAMBA,-2.05496,33.08659,Lake,Mwanza,Ukerewe District Council,Bulamba,1215,Dispensary,Public,Operating
100528-9,BULANGA,-9.589163,33.470914,Southern Highlands,Mbeya,Ileje District Council,,1408,Dispensary,Faith based organization,Operating
100529-7,BULANGAMILWA,-4.11857,33.374,Western,Tabora,Igunga District Council,Bulangamilwa Dispensary,1159,Dispensary,Faith based organization,Operating
100530-5,BULATI,,,Northern,Arusha,Ngorongoro District Council,,,Dispensary,Public,Operating
100532-1,BULEKELA,-3.95804,34.01377,Western,Shinyanga,Kishapu District Council,BULEKELA,1065,Dispensary,Public,Operating
100533-9,BULELA,,,Lake,Geita,Geita Town Council,Bulela,1260,Dispensary,Public,Operating
100534-7,BULEMBO,-1.29541,31.52111,Lake,Kagera,Missenyi District Council,AKABANGA,1155,Dispensary,Public,Operating
100536-2,BULIGE,-3.52692,32.66974,Western,Shinyanga,Msalala District Council,bulige,1159,Dispensary,Public,Operating
100538-8,BULIMA,-3.39632,33.62826,Western,Shinyanga,Kishapu District Council,Bulima,1200,Dispensary,Public,Operating
100539-6,BULIMA,-2.37489,33.5629,Western,Simiyu,Busega District Council,Bulima Disp,,Dispensary,Faith based organization,Operating
100540-4,BULINDA,,,Lake,Kagera,Bukoba District Council,Bulinda,1361,Dispensary,Public,Operating
100542-0,BULOMBORA,,,Western,Kigoma,Uvinza District Council,,,Dispensary,Public,Operating
100544-6,BULONGWA,-9.326767,34.040391,Southern Highlands,Njombe,Makete District Council,,2052,Hospital,Faith based organization,Operating
100547-9,BULUMBELA,-4.16778,33.4068,Western,Tabora,Igunga District Council,Bulumbela Dispensary,1255,Dispensary,Public,Operating
100548-7,BULUNGWA,-4.00407,32.23053,Western,Shinyanga,Ushetu District Council,bulungwa,1213,Health Centre,Public,Operating
100549-5,BULWA,-5.04091,38.642,Northern,Tanga,Muheza District Council,,877,Health Centre,Private,Operating
100551-1,BULYASHI,-3.419506,34.59982,Western,Simiyu,Meatu District Council,,1133,Dispensary,Public,Operating
100552-9,BUMANGI GOVT,-1.72267,34.00953,Lake,Mara,Butiama District Council,Bumangi,1533,Dispensary,Public,Operating
100556-0,BUMBULI MISSION,-4.86325,38.47033,Northern,Tanga,Bumbuli District Council,Bumbuli,1250,Hospital,Faith based organization,Operating
100557-8,BUMBUTA,-4.646114,35.950984,Central,Dodoma,Kondoa District Council,,,Dispensary,Public,Operating
100558-6,BUMERA,-2.78706,34.13741,Western,Simiyu,Itilima District Council,Bumera,1345,Dispensary,Public,Operating
100559-4,BUMERA,-1.29125,34.2965,Lake,Mara,Tarime District Council,Bumera,1396,Dispensary,Public,Operating
100561-0,BUNAMBIYU,-3.41614,33.30863,Western,Shinyanga,Kishapu District Council,Bunambiyu H/C,1197,Health Centre,Public,Operating
100562-8,BUNAMHALA CHUONI,-2.85696,34.01386,Western,Simiyu,Bariadi Town Council,,1305,Dispensary,Public,Operating
100564-4,BUNAZI,-1.20995,31.40942,Lake,Kagera,Missenyi District Council,Bunazi health center,1187,Health Centre,Public,Operating
100565-1,BUNDA,-2.01727,33.8704,Lake,Mara,Bunda District Council,Bunda,1240,Health Centre,Public,Operating
100566-9,BUNDA DDH,-2.02994,33.8755,Lake,Mara,Bunda District Council,Bunda DDH,1281,Hospital,Faith based organization,Operating
100568-5,BUNDUKI,-7.1842,37.3705,Eastern,Morogoro,Mvomero District Council,Bunduki,,Dispensary,Public,Operating
100569-3,BUNEGEZI,-2.95831,32.34183,Lake,Geita,Geita Town Council,Bunegezi,1288,Dispensary,Public,Operating
100570-1,BUNGU,,,Eastern,Morogoro,Morogoro District Council,,,Dispensary,Public,Operating
100571-9,BUNGU,,,Eastern,Pwani,Rufiji District Council,Bungu,,Dispensary,Public,Operating
100572-7,BUNGU,-5.029725,38.389206,Northern,Tanga,Korogwe District Council,,1133,Health Centre,Public,Operating
100574-3,BUNGULWA,,,Lake,Mwanza,Kwimba District Council,BUNGULWA,1247,Dispensary,Public,Operating
100575-0,BUNGURERE,-1.40164,34.6617,Lake,Mara,Tarime District Council,,,Dispensary,Public,Operating
100576-8,BUNG'WANGOKO,,,Lake,Geita,Geita Town Council,Bung'wangoko,1262,Dispensary,Public,Operating
100577-6,BUNJU,-6.62027,39.11057,Eastern,Dar es Salaam,Kinondoni Municipal Council,Bunju,67,Dispensary,Public,Operating
100578-4,BUNYAMBO,-3.57199,30.63549,Western,Kigoma,Kibondo District Council,Bunyambo Dispensary,4489,Dispensary,Public,Operating
100580-0,BUSAKA,-2.96956,31.73053,Lake,Geita,Chato District Council,Busaka,1185,Dispensary,Public,Operating
100581-8,BUSALANGA,-2.64889,33.54692,Lake,Mwanza,Magu District Council,Busalanga,1163,Dispensary,Public,Operating
